Date;Platform;Users;Profiled Mentors;Profiled Mentees;Total Profiled;Total Non-Profiled;Mentees Who Initiated Relationship;Mentors Currently in Relationship;Mentors Completed Relationship;Mentors Ever in Relationship;Mentees Currently in Relationship;Mentees Completed Relationship;Mentees Ever in Relationship;No: of Active Relationships;No: of Completed Relationships;Total no. of Request Initiated;Current no. of Requests Pending;Current no. of Requests Accepted;Current no. of Requests Completed;Current no. of Requests Expired;Current no. of Requests Declined;Current no. of Requests Removed;No: of Roundtable;No: of Roundtable Users;No: of Roundtable Posts;No: of Insights;Insight Comments;Connections (Followers and Being Followed);Total Messages;Message Posts;Meetings (Upcoming);Meetings (Completed);Meetings (Deleted);Meetings (Total);Profiled;Mentees who initiated a Request;Mentors in an Active Relationship;Mentees in an Active Relationship;Mentors Completed Relationship;Mentees Completed Relationship;Mentors in either Active or Completed Relationship;Mentees in either Active or Completed Relationship;Number of Active Relationships;Number of Completed Relationships;;;;;;;
6/27/22;Company_14;3250;100;160;230;3020;43;18;45;54;20;58;75;21;78;169;2;22;130;11;2;2;19;34;9;78;9;64;810;1587;0;38;0;38;7.08%;26.88%;18.00%;12.50%;45.00%;36.25%;54.00%;46.88%;21;78;;;;;;;
6/27/22;Company_18;63;28;12;46;17;1;1;0;1;1;0;1;1;0;12;1;3;0;8;0;0;6;16;26;15;2;84;31;52;3;2;0;5;73.02%;8.33%;3.57%;8.33%;0.00%;0.00%;3.57%;8.33%;1;0;;;;;;;
6/27/22;Company_20;40;21;17;36;4;6;1;7;7;1;6;6;1;7;9;0;1;7;1;0;0;1;3;2;5;0;1;31;40;0;2;0;2;90.00%;35.29%;4.76%;5.88%;33.33%;35.29%;33.33%;35.29%;1;7;;;;;;;
6/27/22;Company_21;3;2;2;2;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;66.67%;50.00%;50.00%;50.00%;0.00%;0.00%;50.00%;50.00%;1;0;;;;;;;
6/27/22;Company_22;218;136;120;176;42;24;34;25;52;31;23;49;37;71;437;4;65;250;54;31;33;36;62;78;1899;183;278;2284;3487;6;610;95;711;80.73%;20.00%;25.00%;25.83%;18.38%;19.17%;38.24%;40.83%;37;71;;;;;;;
6/27/22;Company_22;26;15;19;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;83;0;1332;10;1342;88.46%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/27/22;Company_24;41;17;26;41;0;0;16;1;16;18;3;19;19;4;34;0;22;12;0;0;0;3;22;14;12;15;1;70;120;17;67;55;139;100.00%;0.00%;94.12%;69.23%;5.88%;11.54%;94.12%;73.08%;19;4;;;;;;;
6/27/22;Company_26;3518;1828;2417;3047;471;703;71;514;538;71;661;698;82;999;1675;44;85;1031;335;73;107;24;445;227;291;108;2266;5222;8645;1;189;23;213;86.61%;29.09%;3.88%;2.94%;28.12%;27.35%;29.43%;28.88%;82;999;;;;;;;
6/27/22;Company_27;402;71;331;390;12;102;1;43;43;1;88;89;1;101;370;32;87;134;95;8;14;2;6;4;6;1;133;470;718;0;10;0;10;97.01%;30.82%;1.41%;0.30%;60.56%;26.59%;60.56%;26.89%;1;101;;;;;;;
6/27/22;Company_28;489;277;231;300;189;26;0;15;15;0;15;15;0;18;46;0;0;19;25;0;2;6;27;13;48;7;174;95;119;0;3;1;4;61.35%;11.26%;0.00%;0.00%;5.42%;6.49%;5.42%;6.49%;0;18;;;;;;;
6/27/22;Company_30;9;5;4;5;4;0;0;0;0;0;0;0;0;0;32;0;1;9;7;9;6;14;3;35;27;6;1;46;63;0;1;0;1;55.56%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/27/22;Company_32;4;3;3;3;1;0;1;1;1;1;1;1;1;2;3;0;1;2;0;0;0;1;1;1;1;0;0;7;10;0;2;0;2;75.00%;0.00%;33.33%;33.33%;33.33%;33.33%;33.33%;33.33%;1;2;;;;;;;
6/27/22;Company_37;1453;518;582;1337;116;267;104;129;208;117;103;213;124;169;2335;24;136;983;711;169;312;22;175;89;373;205;2389;3312;5980;49;251;25;325;92.02%;45.88%;20.08%;20.10%;24.90%;17.70%;40.15%;36.60%;124;169;;;;;;;
6/27/22;Company_38;2464;524;1026;1534;930;12;10;0;10;9;0;9;10;0;24;4;10;1;9;0;0;0;0;0;6;5;0;1220;3751;386;4110;1961;6457;62.26%;1.17%;1.91%;0.88%;0.00%;0.00%;1.91%;0.88%;10;0;;;;;;;
6/27/22;Company_42;45;16;14;20;25;4;1;3;4;1;2;3;1;3;153;1;13;89;44;3;3;10;1;126;94;70;128;393;1145;0;54;10;64;44.44%;28.57%;6.25%;7.14%;18.75%;14.29%;25.00%;21.43%;1;3;;;;;;;
6/27/22;Company_43;837;354;412;696;141;171;35;175;200;36;192;221;38;217;310;2;38;218;23;9;20;5;13;7;42;27;248;641;1054;0;61;4;65;83.15%;41.50%;9.89%;8.74%;49.44%;46.60%;56.50%;53.64%;38;217;;;;;;;
6/27/22;Company_44;177;102;90;144;33;18;1;27;28;1;23;24;1;60;152;1;29;92;25;1;4;34;21;35;47;16;168;299;521;0;181;30;211;81.36%;20.00%;0.98%;1.11%;26.47%;25.56%;27.45%;26.67%;1;60;;;;;;;
6/27/22;Company_46;1598;730;735;1459;139;7;2;706;706;3;720;720;3;921;1096;1;6;1013;0;22;54;11;416;264;313;689;1011;1539;2838;0;805;126;931;91.30%;0.95%;0.27%;0.41%;96.71%;97.96%;96.71%;97.96%;3;921;;;;;;;
6/27/22;Company_48;4;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
6/27/22;Company_49;28;14;24;24;4;2;0;1;1;0;1;1;0;1;2;0;0;1;1;0;0;2;9;0;5;0;0;2;2;0;0;0;0;85.71%;8.33%;0.00%;0.00%;7.14%;4.17%;7.14%;4.17%;0;1;;;;;;;
6/27/22;Company_50;97;47;39;78;19;10;6;10;13;6;8;13;6;13;27;0;6;16;3;0;2;1;20;3;14;8;23;76;222;0;19;0;19;80.41%;25.64%;12.77%;15.38%;21.28%;20.51%;27.66%;33.33%;6;13;;;;;;;
6/27/22;Company_53;93;43;39;78;15;7;19;10;26;20;12;28;20;16;47;0;21;18;5;1;2;3;12;3;6;2;11;121;380;50;230;147;427;83.87%;17.95%;44.19%;51.28%;23.26%;30.77%;60.47%;71.79%;20;16;;;;;;;
6/27/22;Company_55;509;196;181;283;226;24;1;20;20;1;21;22;1;25;39;0;1;25;10;1;2;1;1;0;2;0;106;338;480;0;14;0;14;55.60%;13.26%;0.51%;0.55%;10.20%;11.60%;10.20%;12.15%;1;25;;;;;;;
6/27/22;Company_56;524;271;211;436;88;31;0;109;109;0;128;128;0;161;194;0;2;166;15;0;11;9;55;39;81;23;179;386;877;0;59;8;67;83.21%;14.69%;0.00%;0.00%;40.22%;60.66%;40.22%;60.66%;0;161;;;;;;;
6/27/22;Company_58;75;36;52;75;0;19;0;33;33;0;45;45;0;56;60;0;0;56;3;1;0;8;10;17;12;0;38;80;135;0;91;6;97;100.00%;36.54%;0.00%;0.00%;91.67%;86.54%;91.67%;86.54%;0;56;;;;;;;
6/27/22;Company_60;98;60;17;68;30;1;1;3;4;1;3;4;1;4;6;0;1;4;1;0;0;5;22;4;3;1;4;20;36;0;6;0;6;69.39%;5.88%;1.67%;5.88%;5.00%;17.65%;6.67%;23.53%;1;4;;;;;;;
6/27/22;Company_62;211;62;90;161;50;11;1;52;52;1;52;52;1;60;148;3;14;105;22;2;2;3;6;4;14;3;77;252;476;0;32;2;34;76.30%;12.22%;1.61%;1.11%;83.87%;57.78%;83.87%;57.78%;1;60;;;;;;;
6/27/22;Company_66;77;37;29;60;17;5;3;3;4;3;4;6;3;4;12;0;6;5;1;0;0;1;3;0;6;2;1;20;35;0;12;5;17;77.92%;17.24%;8.11%;10.34%;8.11%;13.79%;10.81%;20.69%;3;4;;;;;;;
6/27/22;Company_68;74;41;23;65;9;3;0;3;3;0;3;3;0;4;33;2;1;22;7;1;0;3;3;3;6;7;45;71;165;1;13;1;15;87.84%;13.04%;0.00%;0.00%;7.32%;13.04%;7.32%;13.04%;0;4;;;;;;;
6/27/22;Company_69;126;59;57;122;4;2;20;12;29;18;13;28;21;20;49;0;24;25;0;0;0;26;49;46;13;2;35;88;106;67;269;72;408;96.83%;3.51%;33.90%;31.58%;20.34%;22.81%;49.15%;49.12%;21;20;;;;;;;
6/27/22;Company_70;118;57;58;118;0;0;56;2;57;56;2;57;56;2;130;0;60;64;1;0;5;2;3;0;12;24;179;212;937;12;41;3;56;100.00%;0.00%;98.25%;96.55%;3.51%;3.45%;100.00%;98.28%;56;2;;;;;;;
6/27/22;Company_71;212;106;109;212;0;6;0;13;13;0;16;16;0;19;29;0;0;21;7;1;0;7;9;5;17;3;0;39;50;0;47;2;49;100.00%;5.50%;0.00%;0.00%;12.26%;14.68%;12.26%;14.68%;0;19;;;;;;;
6/27/22;Company_73;8;3;2;6;2;1;0;1;1;0;1;1;0;1;2;0;0;1;1;0;0;1;1;0;0;0;0;5;9;0;4;0;4;75.00%;50.00%;0.00%;0.00%;33.33%;50.00%;33.33%;50.00%;0;1;;;;;;;
6/27/22;Company_74;562;181;264;413;149;92;21;59;68;27;84;102;29;102;192;2;30;109;37;7;7;1;3;2;32;33;195;452;949;1;45;2;48;73.49%;34.85%;11.60%;10.23%;32.60%;31.82%;37.57%;38.64%;29;102;;;;;;;
6/27/22;Company_75;64088;2513;3010;3682;60406;358;9;306;315;7;294;299;9;397;809;7;13;433;266;54;36;37;297;373;255;160;1191;1829;2684;0;108;11;119;5.75%;11.89%;0.36%;0.23%;12.18%;9.77%;12.53%;9.93%;9;397;;;;;;;
7/04/22;Company_03;222;54;86;98;124;20;3;15;17;3;15;17;3;17;29;1;3;17;7;0;1;1;1;0;6;1;1;47;67;0;9;0;9;44.14%;23.26%;5.56%;3.49%;27.78%;17.44%;31.48%;19.77%;3;17;;;;;;;
7/04/22;Company_04;23;18;8;22;1;1;3;1;4;3;1;4;3;2;6;1;3;2;0;0;0;2;11;0;4;2;0;19;79;1;5;2;8;95.65%;12.50%;16.67%;37.50%;5.56%;12.50%;22.22%;50.00%;3;2;;;;;;;
7/04/22;Company_05;543;107;339;441;102;97;3;38;39;6;56;60;6;93;243;2;6;99;111;4;21;4;36;4;51;20;273;418;1113;0;40;3;43;81.22%;28.61%;2.80%;1.77%;35.51%;16.52%;36.45%;17.70%;6;93;;;;;;;
7/04/22;Company_06;85;21;35;49;36;3;0;9;9;0;10;10;0;13;29;0;0;25;4;0;0;1;2;4;2;0;9;55;77;0;14;0;14;57.65%;8.57%;0.00%;0.00%;42.86%;28.57%;42.86%;28.57%;0;13;;;;;;;
7/04/22;Company_09;5;5;5;5;0;2;1;1;2;1;1;2;1;1;2;0;1;1;0;0;0;1;1;1;2;0;2;6;8;2;2;0;4;100.00%;40.00%;20.00%;20.00%;20.00%;20.00%;40.00%;40.00%;1;1;;;;;;;
7/04/22;Company_12;56;40;10;44;12;3;1;5;5;1;3;3;1;5;9;0;1;5;2;1;0;1;1;1;1;0;2;16;19;2;2;0;4;78.57%;30.00%;2.50%;10.00%;12.50%;30.00%;12.50%;30.00%;1;5;;;;;;;
7/04/22;Company_13;3151;77;1981;2051;1100;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;0;0;436;1427;386;12073;3087;15546;65.09%;0.05%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
7/04/22;Company_14;3288;101;163;235;3053;43;15;47;55;16;64;76;16;84;169;1;17;136;11;2;2;19;35;9;78;9;64;817;1617;0;38;0;38;7.15%;26.38%;14.85%;9.82%;46.53%;39.26%;54.46%;46.63%;16;84;;;;;;;
7/04/22;Company_18;63;28;12;46;17;1;1;0;1;1;0;1;1;0;12;0;3;0;9;0;0;6;16;26;15;2;84;31;52;1;4;0;5;73.02%;8.33%;3.57%;8.33%;0.00%;0.00%;3.57%;8.33%;1;0;;;;;;;
7/04/22;Company_20;40;21;17;36;4;6;1;7;7;1;6;6;1;7;9;0;1;7;1;0;0;1;3;2;5;0;1;31;40;0;2;0;2;90.00%;35.29%;4.76%;5.88%;33.33%;35.29%;33.33%;35.29%;1;7;;;;;;;
7/04/22;Company_21;3;2;2;2;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;66.67%;50.00%;50.00%;50.00%;0.00%;0.00%;50.00%;50.00%;1;0;;;;;;;
7/04/22;Company_22;222;140;123;180;42;24;33;26;52;31;23;49;36;72;437;3;64;251;55;31;33;36;65;78;1900;191;278;2287;3516;4;615;95;714;81.08%;19.51%;23.57%;25.20%;18.57%;18.70%;37.14%;39.84%;36;72;;;;;;;
7/04/22;Company_22;26;15;19;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;83;0;1332;10;1342;88.46%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
7/04/22;Company_24;41;17;26;41;0;0;16;1;16;18;3;19;19;4;34;0;22;12;0;0;0;3;22;14;12;15;1;70;120;16;68;55;139;100.00%;0.00%;94.12%;69.23%;5.88%;11.54%;94.12%;73.08%;19;4;;;;;;;
7/04/22;Company_26;3527;1832;2422;3052;475;703;71;514;538;70;662;698;80;1001;1676;36;83;1033;344;73;107;24;447;227;293;108;2266;5222;8669;0;190;23;213;86.53%;29.03%;3.88%;2.89%;28.06%;27.33%;29.37%;28.82%;80;1,001;;;;;;;
7/04/22;Company_27;402;71;331;390;12;102;1;43;43;1;88;89;1;101;370;32;87;134;95;8;14;2;6;4;6;1;133;470;718;0;10;0;10;97.01%;30.82%;1.41%;0.30%;60.56%;26.59%;60.56%;26.89%;1;101;;;;;;;
7/04/22;Company_28;489;277;231;300;189;26;0;15;15;0;15;15;0;18;46;0;0;19;25;0;2;6;27;13;48;7;174;95;119;0;3;1;4;61.35%;11.26%;0.00%;0.00%;5.42%;6.49%;5.42%;6.49%;0;18;;;;;;;
7/04/22;Company_30;9;5;4;5;4;0;0;0;0;0;0;0;0;0;32;0;1;9;7;9;6;14;3;35;27;6;1;46;63;0;1;0;1;55.56%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
7/04/22;Company_32;4;3;3;3;1;0;1;1;1;1;1;1;1;2;3;0;1;2;0;0;0;1;1;1;1;0;0;7;10;0;2;0;2;75.00%;0.00%;33.33%;33.33%;33.33%;33.33%;33.33%;33.33%;1;2;;;;;;;
7/04/22;Company_37;1460;520;591;1348;112;273;106;131;211;121;103;217;126;172;2350;26;138;986;718;169;313;22;177;89;373;207;2389;3323;6001;45;256;29;330;92.33%;46.19%;20.38%;20.47%;25.19%;17.43%;40.58%;36.72%;126;172;;;;;;;
7/04/22;Company_38;2466;526;1027;1537;929;15;11;0;11;11;0;11;12;0;32;8;12;1;10;0;1;0;0;0;7;4;0;1242;3801;367;4146;1962;6475;62.33%;1.46%;2.09%;1.07%;0.00%;0.00%;2.09%;1.07%;12;0;;;;;;;
7/04/22;Company_42;45;16;14;20;25;4;1;3;4;1;2;3;1;3;153;1;13;89;44;3;3;10;1;126;94;70;128;393;1145;0;54;10;64;44.44%;28.57%;6.25%;7.14%;18.75%;14.29%;25.00%;21.43%;1;3;;;;;;;
7/04/22;Company_44;177;102;90;144;33;18;1;27;28;1;23;24;1;60;152;1;29;92;25;1;4;34;21;35;47;16;168;299;521;0;181;30;211;81.36%;20.00%;0.98%;1.11%;26.47%;25.56%;27.45%;26.67%;1;60;;;;;;;
7/04/22;Company_48;5;5;5;5;0;1;1;0;1;1;0;1;1;0;2;1;1;0;0;0;0;2;1;0;0;0;0;1;5;0;0;2;2;100.00%;20.00%;20.00%;20.00%;0.00%;0.00%;20.00%;20.00%;1;0;;;;;;;
7/04/22;Company_49;28;14;24;24;4;2;0;1;1;0;1;1;0;1;2;0;0;1;1;0;0;2;9;0;5;0;0;2;2;0;0;0;0;85.71%;8.33%;0.00%;0.00%;7.14%;4.17%;7.14%;4.17%;0;1;;;;;;;
7/04/22;Company_50;97;47;39;78;19;10;6;10;13;6;8;13;6;13;27;0;6;16;3;0;2;1;20;3;14;8;23;76;222;0;19;0;19;80.41%;25.64%;12.77%;15.38%;21.28%;20.51%;27.66%;33.33%;6;13;;;;;;;
7/04/22;Company_53;93;43;39;78;15;7;19;10;26;20;12;28;20;16;47;0;21;18;5;1;2;3;12;3;6;2;11;121;380;47;233;147;427;83.87%;17.95%;44.19%;51.28%;23.26%;30.77%;60.47%;71.79%;20;16;;;;;;;
7/04/22;Company_55;509;196;181;283;226;24;1;20;20;1;21;22;1;25;39;0;1;25;10;1;2;1;1;0;2;0;106;338;480;0;14;0;14;55.60%;13.26%;0.51%;0.55%;10.20%;11.60%;10.20%;12.15%;1;25;;;;;;;
7/04/22;Company_56;524;271;212;436;88;31;1;109;109;1;128;128;1;161;195;0;3;166;15;0;11;9;55;39;81;23;179;549;1074;4;59;8;71;83.21%;14.62%;0.37%;0.47%;40.22%;60.38%;40.22%;60.38%;1;161;;;;;;;
7/04/22;Company_58;75;36;52;75;0;19;1;33;33;1;45;45;1;56;61;0;1;56;3;1;0;8;10;17;12;0;38;139;196;4;91;6;101;100.00%;36.54%;2.78%;1.92%;91.67%;86.54%;91.67%;86.54%;1;56;;;;;;;
7/04/22;Company_60;98;60;17;68;30;1;1;3;4;1;3;4;1;4;6;0;1;4;1;0;0;5;22;4;3;1;4;20;36;0;6;0;6;69.39%;5.88%;1.67%;5.88%;5.00%;17.65%;6.67%;23.53%;1;4;;;;;;;
7/04/22;Company_62;211;62;89;161;50;11;1;52;52;0;51;51;1;60;148;3;14;105;22;2;2;3;6;4;14;3;77;252;476;0;32;2;34;76.30%;12.36%;1.61%;0.00%;83.87%;57.30%;83.87%;57.30%;1;60;;;;;;;
7/04/22;Company_66;77;37;29;60;17;5;3;3;4;3;4;6;3;4;12;0;6;5;1;0;0;1;3;0;6;2;1;20;35;0;12;5;17;77.92%;17.24%;8.11%;10.34%;8.11%;13.79%;10.81%;20.69%;3;4;;;;;;;
7/04/22;Company_68;74;41;23;65;9;3;0;3;3;0;3;3;0;4;33;2;1;22;7;1;0;3;3;3;6;7;45;71;165;0;14;1;15;87.84%;13.04%;0.00%;0.00%;7.32%;13.04%;7.32%;13.04%;0;4;;;;;;;
7/04/22;Company_69;127;59;57;122;5;2;20;12;29;18;13;28;21;20;49;0;24;25;0;0;0;26;49;46;13;2;35;88;106;63;273;72;408;96.06%;3.51%;33.90%;31.58%;20.34%;22.81%;49.15%;49.12%;21;20;;;;;;;
7/04/22;Company_70;118;57;58;118;0;0;56;2;57;56;2;57;56;2;130;0;60;64;1;0;5;2;3;0;12;25;179;214;956;9;45;3;57;100.00%;0.00%;98.25%;96.55%;3.51%;3.45%;100.00%;98.28%;56;2;;;;;;;
7/04/22;Company_71;212;106;109;212;0;6;0;13;13;0;16;16;0;19;29;0;0;21;7;1;0;7;9;5;17;3;0;39;50;0;47;2;49;100.00%;5.50%;0.00%;0.00%;12.26%;14.68%;12.26%;14.68%;0;19;;;;;;;
7/04/22;Company_73;8;3;2;6;2;1;0;1;1;0;1;1;0;1;2;0;0;1;1;0;0;1;1;0;0;0;0;5;9;0;4;0;4;75.00%;50.00%;0.00%;0.00%;33.33%;50.00%;33.33%;50.00%;0;1;;;;;;;
7/04/22;Company_74;568;183;268;417;151;92;22;59;68;28;84;102;30;102;193;2;31;109;37;7;7;1;3;2;32;33;195;455;954;0;47;2;49;73.42%;34.33%;12.02%;10.45%;32.24%;31.34%;37.16%;38.06%;30;102;;;;;;;
7/04/22;Company_75;64088;2513;3010;3682;60406;358;9;306;315;7;294;299;9;397;809;7;13;433;266;54;36;37;297;373;255;160;1191;1830;2685;0;108;11;119;5.75%;11.89%;0.36%;0.23%;12.18%;9.77%;12.53%;9.93%;9;397;;;;;;;
7/11/22;Company_03;222;54;86;98;124;20;2;15;17;2;15;17;2;18;29;0;2;18;8;0;1;1;1;0;6;1;1;47;67;0;9;0;9;44.14%;23.26%;3.70%;2.33%;27.78%;17.44%;31.48%;19.77%;2;18;;;;;;;
7/11/22;Company_04;24;18;8;22;2;1;3;1;4;3;1;4;3;2;7;2;3;2;0;0;0;2;11;0;4;2;0;19;83;0;6;2;8;91.67%;12.50%;16.67%;37.50%;5.56%;12.50%;22.22%;50.00%;3;2;;;;;;;
7/11/22;Company_05;543;107;339;441;102;97;3;38;39;6;56;60;6;93;243;1;6;99;112;4;21;4;36;4;51;20;273;418;1113;0;40;3;43;81.22%;28.61%;2.80%;1.77%;35.51%;16.52%;36.45%;17.70%;6;93;;;;;;;
7/11/22;Company_06;85;21;35;49;36;3;0;9;9;0;10;10;0;13;29;0;0;25;4;0;0;1;2;4;2;0;9;55;77;0;14;0;14;57.65%;8.57%;0.00%;0.00%;42.86%;28.57%;42.86%;28.57%;0;13;;;;;;;
7/11/22;Company_09;5;5;5;5;0;2;1;1;2;1;1;2;1;1;2;0;1;1;0;0;0;1;1;1;2;0;2;6;8;1;3;0;4;100.00%;40.00%;20.00%;20.00%;20.00%;20.00%;40.00%;40.00%;1;1;;;;;;;
7/11/22;Company_11;102;47;52;96;6;33;10;28;31;10;29;37;10;33;52;0;11;35;6;0;0;1;3;2;23;4;39;148;397;0;53;6;59;94.12%;63.46%;21.28%;19.23%;59.57%;55.77%;65.96%;71.15%;10;33;;;;;;;
7/11/22;Company_12;56;40;10;44;12;3;1;5;5;1;3;3;1;5;9;0;1;5;2;1;0;1;1;1;1;0;2;16;19;1;3;0;4;78.57%;30.00%;2.50%;10.00%;12.50%;30.00%;12.50%;30.00%;1;5;;;;;;;
7/11/22;Company_13;3150;77;1982;2052;1098;3;1;0;1;1;0;1;1;0;4;3;1;0;0;0;0;0;0;0;2;0;0;444;1453;362;12095;3091;15548;65.14%;0.15%;1.30%;0.05%;0.00%;0.00%;1.30%;0.05%;1;0;;;;;;;
7/11/22;Company_14;3289;102;165;238;3051;43;14;48;55;15;64;76;15;85;169;1;16;137;11;2;2;19;35;9;78;9;64;829;1648;0;38;0;38;7.24%;26.06%;13.73%;9.09%;47.06%;38.79%;53.92%;46.06%;15;85;;;;;;;
7/11/22;Company_18;63;28;12;46;17;1;1;0;1;1;0;1;1;0;12;0;3;0;9;0;0;6;16;26;15;2;84;31;52;0;5;0;5;73.02%;8.33%;3.57%;8.33%;0.00%;0.00%;3.57%;8.33%;1;0;;;;;;;
7/11/22;Company_20;40;21;17;36;4;6;1;7;7;1;6;6;1;7;9;0;1;7;1;0;0;1;3;2;5;0;1;31;40;0;2;0;2;90.00%;35.29%;4.76%;5.88%;33.33%;35.29%;33.33%;35.29%;1;7;;;;;;;
7/11/22;Company_21;3;2;2;2;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;66.67%;50.00%;50.00%;50.00%;0.00%;0.00%;50.00%;50.00%;1;0;;;;;;;
7/11/22;Company_22;226;142;125;183;43;24;34;26;52;32;23;49;38;73;440;3;66;252;55;31;33;36;65;78;1902;193;278;2292;3545;5;618;95;718;80.97%;19.20%;23.94%;25.60%;18.31%;18.40%;36.62%;39.20%;38;73;;;;;;;
7/11/22;Company_22;26;15;19;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;83;0;1332;10;1342;88.46%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
7/11/22;Company_24;41;17;26;41;0;0;16;1;16;18;3;19;19;4;34;0;22;12;0;0;0;3;22;14;12;15;1;70;120;16;68;55;139;100.00%;0.00%;94.12%;69.23%;5.88%;11.54%;94.12%;73.08%;19;4;;;;;;;
7/11/22;Company_26;3539;1833;2428;3058;481;705;72;515;539;70;664;700;81;1003;1681;38;84;1035;343;74;107;24;448;227;293;108;2266;5226;8685;1;190;23;214;86.41%;29.04%;3.93%;2.88%;28.10%;27.35%;29.41%;28.83%;81;1,003;;;;;;;
7/11/22;Company_27;402;71;331;390;12;102;1;43;43;1;88;89;1;101;370;32;87;134;95;8;14;2;6;4;6;1;133;470;718;0;10;0;10;97.01%;30.82%;1.41%;0.30%;60.56%;26.59%;60.56%;26.89%;1;101;;;;;;;
7/11/22;Company_28;489;277;231;300;189;26;0;15;15;0;15;15;0;18;46;0;0;19;25;0;2;6;27;13;48;7;174;95;119;0;3;1;4;61.35%;11.26%;0.00%;0.00%;5.42%;6.49%;5.42%;6.49%;0;18;;;;;;;
7/11/22;Company_30;9;5;4;5;4;0;0;0;0;0;0;0;0;0;32;0;1;9;7;9;6;14;3;35;27;6;1;46;63;0;1;0;1;55.56%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
7/11/22;Company_32;5;4;4;4;1;0;1;1;1;1;1;1;1;2;3;0;1;2;0;0;0;1;1;1;1;0;0;7;10;0;2;0;2;80.00%;0.00%;25.00%;25.00%;25.00%;25.00%;25.00%;25.00%;1;2;;;;;;;
7/11/22;Company_37;1465;518;597;1354;111;272;109;134;213;122;107;221;127;175;2359;20;139;992;725;169;314;22;177;89;373;207;2389;3333;6027;39;264;29;332;92.42%;45.56%;21.04%;20.44%;25.87%;17.92%;41.12%;37.02%;127;175;;;;;;;
7/11/22;Company_38;2465;525;1027;1536;929;17;13;0;13;13;0;13;14;0;36;6;14;1;12;0;3;0;0;0;7;5;0;1304;3943;305;4176;2015;6496;62.31%;1.66%;2.48%;1.27%;0.00%;0.00%;2.48%;1.27%;14;0;;;;;;;
7/11/22;Company_42;45;16;14;20;25;4;1;3;4;1;2;3;1;3;153;1;13;89;44;3;3;10;1;126;94;70;128;393;1145;0;54;10;64;44.44%;28.57%;6.25%;7.14%;18.75%;14.29%;25.00%;21.43%;1;3;;;;;;;
7/11/22;Company_43;841;353;415;697;144;171;25;184;200;26;200;221;27;228;313;4;27;230;23;9;20;5;13;7;43;27;248;642;1059;0;61;4;65;82.88%;41.20%;7.08%;6.27%;52.12%;48.19%;56.66%;53.25%;27;228;;;;;;;
7/11/22;Company_44;177;102;90;144;33;18;1;27;28;1;23;24;1;60;152;1;29;92;25;1;4;34;21;35;47;16;168;299;521;0;181;30;211;81.36%;20.00%;0.98%;1.11%;26.47%;25.56%;27.45%;26.67%;1;60;;;;;;;
7/11/22;Company_46;1598;731;735;1459;139;6;3;707;707;4;719;719;4;922;1098;1;7;1014;0;22;54;11;416;264;313;690;1011;2468;6577;0;807;126;933;91.30%;0.82%;0.41%;0.54%;96.72%;97.82%;96.72%;97.82%;4;922;;;;;;;
7/11/22;Company_48;5;5;5;5;0;1;1;0;1;1;0;1;1;0;2;0;1;0;0;0;1;2;1;0;0;0;0;1;5;0;0;2;2;100.00%;20.00%;20.00%;20.00%;0.00%;0.00%;20.00%;20.00%;1;0;;;;;;;
7/11/22;Company_49;28;14;24;24;4;2;0;1;1;0;1;1;0;1;2;0;0;1;1;0;0;2;9;0;5;0;0;2;2;0;0;0;0;85.71%;8.33%;0.00%;0.00%;7.14%;4.17%;7.14%;4.17%;0;1;;;;;;;
7/11/22;Company_50;97;47;39;78;19;10;6;10;13;6;8;13;6;13;27;0;6;16;3;0;2;1;20;3;14;8;23;76;222;0;19;0;19;80.41%;25.64%;12.77%;15.38%;21.28%;20.51%;27.66%;33.33%;6;13;;;;;;;
