Date;Platform;Users;Profiled Mentors;Profiled Mentees;Total Profiled;Total Non-Profiled;Mentees Who Initiated Relationship;Mentors Currently in Relationship;Mentors Completed Relationship;Mentors Ever in Relationship;Mentees Currently in Relationship;Mentees Completed Relationship;Mentees Ever in Relationship;No: of Active Relationships;No: of Completed Relationships;Total no. of Request Initiated;Current no. of Requests Pending;Current no. of Requests Accepted;Current no. of Requests Completed;Current no. of Requests Expired;Current no. of Requests Declined;Current no. of Requests Removed;No: of Roundtable;No: of Roundtable Users;No: of Roundtable Posts;No: of Insights;Insight Comments;Connections (Followers and Being Followed);Total Messages;Message Posts;Meetings (Upcoming);Meetings (Completed);Meetings (Deleted);Meetings (Total);Profiled;Mentees who initiated a Request;Mentors in an Active Relationship;Mentees in an Active Relationship;Mentors Completed Relationship;Mentees Completed Relationship;Mentors in either Active or Completed Relationship;Mentees in either Active or Completed Relationship;Number of Active Relationships;Number of Completed Relationships;;;;;;;
11/09/20;Company_09;4;3;3;3;1;1;1;0;1;1;0;1;1;0;;;;;;;;0;0;0;2;0;200.00%;200.00%;200.00%;0.00%;0.00%;0.00%;0.00%;75.00%;33.33%;33.33%;33.33%;0.00%;0.00%;33.33%;33.33%;1;0;;;;;;;
11/09/20;Company_10;5;3;4;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;10;0;1;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/09/20;Company_12;57;40;11;44;13;2;0;3;3;0;1;1;0;3;;;;;;;;0;0;0;0;0;2;6;7;0;0;0;0;77.19%;18.18%;0.00%;0.00%;7.50%;9.09%;7.50%;9.09%;0;3;;;;;;;
11/09/20;Company_14;2570;81;91;147;2423;29;21;30;42;19;29;43;21;36;;;;;;;;18;45;26;24;3;58;16500.00%;32100.00%;0.00%;700.00%;0.00%;700.00%;5.72%;31.87%;25.93%;20.88%;37.04%;31.87%;51.85%;47.25%;21;36;;;;;;;
11/09/20;Company_15;875;451;637;786;89;115;20;126;143;21;119;136;22;135;;;;;;;;3;6;1;46;10;314;48500.00%;72700.00%;0.00%;600.00%;0.00%;600.00%;89.83%;18.05%;4.43%;3.30%;27.94%;18.68%;31.71%;21.35%;22;135;;;;;;;
11/09/20;Company_18;92;50;9;69;23;0;0;0;0;0;0;0;0;0;;;;;;;;6;25;26;14;2;8300.00%;2500.00%;3900.00%;0.00%;0.00%;0.00%;0.00%;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/09/20;Company_19;4;3;3;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;10;0;1;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/09/20;Company_22;259;148;133;172;87;32;20;29;45;16;29;39;22;81;;;;;;;;41;47;194;251;71;225;41400.00%;64500.00%;0.00%;18600.00%;2400.00%;21000.00%;66.41%;24.06%;13.51%;12.03%;19.59%;21.80%;30.41%;29.32%;22;81;;;;;;;
11/09/20;Company_25;3;1;2;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;1;1;1;9;0;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;66.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/09/20;Company_26;2405;1497;1848;2344;61;490;47;312;350;48;377;413;51;544;;;;;;;;21;351;184;180;71;195300.00%;293600.00%;444300.00%;0.00%;1600.00%;200.00%;1800.00%;97.46%;26.52%;3.14%;2.60%;20.84%;20.40%;23.38%;22.35%;51;544;;;;;;;
11/09/20;Company_27;395;66;327;384;11;99;4;39;43;5;81;86;5;92;;;;;;;;1;4;1;6;1;133;356;597;0;7;0;7;97.22%;30.28%;6.06%;1.53%;59.09%;24.77%;65.15%;26.30%;5;92;;;;;;;
11/09/20;Company_28;489;279;234;302;187;22;2;13;14;2;13;15;2;13;;;;;;;;6;27;13;47;7;171;6100.00%;7900.00%;0.00%;100.00%;0.00%;100.00%;61.76%;9.40%;0.72%;0.85%;4.66%;5.56%;5.02%;6.41%;2;13;;;;;;;
11/09/20;Company_30;6;4;5;5;1;0;0;0;0;0;0;0;0;0;;;;;;;;14;3;35;27;6;1;4600.00%;6300.00%;0.00%;100.00%;0.00%;100.00%;83.33%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/09/20;Company_32;4;3;2;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;0;0;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/09/20;Company_36;1952;524;722;1846;106;401;8;334;337;8;273;278;8;689;;;;;;;;18;429;77;303;144;211100.00%;244900.00%;415300.00%;0.00%;2500.00%;100.00%;2600.00%;94.57%;55.54%;1.53%;1.11%;63.74%;37.81%;64.31%;38.50%;8;689;;;;;;;
11/09/20;Company_42;127;88;85;101;26;22;18;15;28;18;13;29;22;16;;;;;;;;10;34;68;36;20;23;138;387;8;21;4;33;79.53%;25.88%;20.45%;21.18%;17.05%;15.29%;31.82%;34.12%;22;16;;;;;;;
11/09/20;Company_43;138;50;54;99;39;8;13;0;13;14;0;14;14;0;;;;;;;;1;5;1;13;1;2100.00%;3300.00%;5700.00%;0.00%;0.00%;0.00%;0.00%;71.74%;14.81%;26.00%;25.93%;0.00%;0.00%;26.00%;25.93%;14;0;;;;;;;
11/09/20;Company_46;245;119;122;239;6;4;111;9;116;111;10;114;115;23;;;;;;;;5;67;31;45;60;38800.00%;29900.00%;59100.00%;2300.00%;9500.00%;1900.00%;13700.00%;97.55%;3.28%;93.28%;90.98%;7.56%;8.20%;97.48%;93.44%;115;23;;;;;;;
11/09/20;Company_54;33;17;15;32;1;2;2;1;3;2;0;2;2;1;;;;;;;;2;3;0;11;1;600.00%;1100.00%;1300.00%;0.00%;200.00%;0.00%;200.00%;96.97%;13.33%;11.76%;13.33%;5.88%;0.00%;17.65%;13.33%;2;1;;;;;;;
11/09/20;Company_55;380;164;140;216;164;17;11;2;13;12;3;15;12;3;;;;;;;;0;0;0;0;0;69;261;350;0;3;0;3;56.84%;12.14%;6.71%;8.57%;1.22%;2.14%;7.93%;10.71%;12;3;;;;;;;
11/09/20;Company_56;503;258;197;416;87;28;2;104;104;2;122;122;2;149;;;;;;;;9;50;35;72;23;168;363;844;0;50;6;56;82.70%;14.21%;0.78%;1.02%;40.31%;61.93%;40.31%;61.93%;2;149;;;;;;;
11/09/20;Company_58;74;36;51;74;0;18;16;23;33;23;25;43;24;29;;;;;;;;5;5;14;11;0;3800.00%;7600.00%;13100.00%;0.00%;8500.00%;600.00%;9100.00%;100.00%;35.29%;44.44%;45.10%;63.89%;49.02%;91.67%;84.31%;24;29;;;;;;;
11/09/20;Company_60;68;42;11;44;24;1;0;1;1;0;1;1;0;1;;;;;;;;0;0;0;0;0;1;5;11;0;0;0;0;64.71%;9.09%;0.00%;0.00%;2.38%;9.09%;2.38%;9.09%;0;1;;;;;;;
11/09/20;Company_61;164;73;73;146;18;0;1;56;57;1;56;57;1;56;;;;;;;;0;0;0;15;15;63;10900.00%;13800.00%;0.00%;700.00%;0.00%;700.00%;89.02%;0.00%;1.37%;1.37%;76.71%;76.71%;78.08%;78.08%;1;56;;;;;;;
11/09/20;Company_62;118;51;55;83;35;4;0;4;4;0;4;4;0;5;;;;;;;;1;3;2;22;5;6400.00%;11900.00%;23100.00%;0.00%;2300.00%;200.00%;2500.00%;70.34%;7.27%;0.00%;0.00%;7.84%;7.27%;7.84%;7.27%;0;5;;;;;;;
11/09/20;Company_64;15;13;12;14;1;5;4;0;4;2;0;2;4;0;;;;;;;;2;5;2;16;0;0;13;15;0;8;0;8;93.33%;41.67%;30.77%;16.67%;0.00%;0.00%;30.77%;16.67%;4;0;;;;;;;
11/09/20;Company_65;153;92;87;124;29;13;14;23;26;12;21;21;16;38;;;;;;;;30;18;25;39;13;148;197;397;0;121;16;137;81.05%;14.94%;15.22%;13.79%;25.00%;24.14%;28.26%;24.14%;16;38;;;;;;;
11/09/20;Company_68;6;2;2;5;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;83.33%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/09/20;Company_71;203;102;102;202;1;1;0;11;11;0;12;12;0;12;;;;;;;;2;3;1;10;2;0.00%;1300.00%;1400.00%;0.00%;200.00%;0.00%;200.00%;99.51%;0.98%;0.00%;0.00%;10.78%;11.76%;10.78%;11.76%;0;12;;;;;;;
11/09/20;Company_72;3595;1834;2213;3149;446;60;0;26;26;0;27;27;0;33;;;;;;;;2;24;6;25;5;14500.00%;18300.00%;27900.00%;0.00%;100.00%;0.00%;100.00%;87.59%;2.71%;0.00%;0.00%;1.42%;1.22%;1.42%;1.22%;0;33;;;;;;;
11/09/20;Company_74;65;31;7;43;22;3;2;0;2;2;0;2;2;2;;;;;;;;0;0;0;4;2;1;12;15;0;6;0;6;66.15%;42.86%;6.45%;28.57%;0.00%;0.00%;6.45%;28.57%;2;2;;;;;;;
11/09/20;Company_75;35305;2456;2801;3435;31870;312;46;227;270;37;225;259;48;305;;;;;;;;34;297;395;220;142;985;111700.00%;175200.00%;0.00%;4000.00%;100.00%;4100.00%;9.73%;11.14%;1.87%;1.32%;9.24%;8.03%;10.99%;9.25%;48;305;;;;;;;
11/09/20;Company_76;71;33;22;66;5;7;6;1;7;5;1;6;7;1;;;;;;;;4;9;14;2;1;4100.00%;2800.00%;4800.00%;0.00%;100.00%;0.00%;100.00%;92.96%;31.82%;18.18%;22.73%;3.03%;4.55%;21.21%;27.27%;7;1;;;;;;;
11/16/20;Company_01;7;5;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;71.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/16/20;Company_02;4;3;4;4;0;1;0;0;0;0;0;0;0;0;;;;;;;;1;1;0;10;0;0.00%;100.00%;100.00%;0.00%;0.00%;0.00%;0.00%;100.00%;25.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/16/20;Company_05;424;114;281;323;101;53;24;0;24;28;0;28;35;0;;;;;;;;1;13;1;21;2;13900.00%;12800.00%;26300.00%;0.00%;1300.00%;0.00%;1300.00%;76.18%;18.86%;21.05%;9.96%;0.00%;0.00%;21.05%;9.96%;35;0;;;;;;;
11/16/20;Company_08;52;21;26;42;10;6;0;8;8;0;13;13;0;14;;;;;;;;1;2;4;1;0;500.00%;2700.00%;4100.00%;0.00%;100.00%;0.00%;100.00%;80.77%;23.08%;0.00%;0.00%;38.10%;50.00%;38.10%;50.00%;0;14;;;;;;;
11/16/20;Company_09;4;3;3;3;1;1;1;0;1;1;0;1;1;0;;;;;;;;0;0;0;2;0;200.00%;200.00%;200.00%;0.00%;0.00%;0.00%;0.00%;75.00%;33.33%;33.33%;33.33%;0.00%;0.00%;33.33%;33.33%;1;0;;;;;;;
11/16/20;Company_10;5;3;4;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;10;0;1;0;0;0;0;0;0;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/16/20;Company_12;57;40;11;44;13;2;0;3;3;0;1;1;0;3;;;;;;;;0;0;0;0;0;2;600.00%;700.00%;0.00%;0.00%;0.00%;0.00%;77.19%;18.18%;0.00%;0.00%;7.50%;9.09%;7.50%;9.09%;0;3;;;;;;;
11/16/20;Company_14;2570;81;91;147;2423;29;20;32;42;19;31;43;20;38;;;;;;;;18;45;26;26;3;58;169;330;0;7;0;7;5.72%;31.87%;24.69%;20.88%;39.51%;34.07%;51.85%;47.25%;20;38;;;;;;;
11/16/20;Company_15;875;451;638;787;88;115;18;128;143;18;122;136;19;138;;;;;;;;3;6;1;46;10;31400.00%;48500.00%;72800.00%;0.00%;600.00%;0.00%;600.00%;89.94%;18.03%;3.99%;2.82%;28.38%;19.12%;31.71%;21.32%;19;138;;;;;;;
11/16/20;Company_18;92;50;9;69;23;0;0;0;0;0;0;0;0;0;;;;;;;;6;25;26;14;2;83;25;39;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/16/20;Company_19;4;3;3;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;10;0;1;0;0;0;0;0;0;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/16/20;Company_22;261;149;134;173;88;32;12;38;45;7;38;39;13;90;;;;;;;;41;47;195;296;80;225;414;645;0;186;24;210;66.28%;23.88%;8.05%;5.22%;25.50%;28.36%;30.20%;29.10%;13;90;;;;;;;
11/16/20;Company_25;3;1;2;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;1;1;1;9;0;0;0;0;0;0;0;0;66.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/16/20;Company_26;2438;1506;1862;2359;79;501;53;314;355;52;379;419;58;546;;;;;;;;22;352;185;181;71;197100.00%;300100.00%;455100.00%;0.00%;2100.00%;200.00%;2300.00%;96.76%;26.91%;3.52%;2.79%;20.85%;20.35%;23.57%;22.50%;58;546;;;;;;;
11/16/20;Company_27;397;68;330;386;11;102;5;40;43;6;82;88;7;93;;;;;;;;2;6;4;6;1;13300.00%;36500.00%;60900.00%;100.00%;700.00%;0.00%;800.00%;97.23%;30.91%;7.35%;1.82%;58.82%;24.85%;63.24%;26.67%;7;93;;;;;;;
11/16/20;Company_28;490;280;235;303;187;22;2;13;14;2;13;15;2;13;;;;;;;;6;27;13;47;7;171;61;79;0;1;0;1;61.84%;9.36%;0.71%;0.85%;4.64%;5.53%;5.00%;6.38%;2;13;;;;;;;
11/16/20;Company_30;6;4;5;5;1;0;0;0;0;0;0;0;0;0;;;;;;;;14;3;35;27;6;1;46;63;0;1;0;1;83.33%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/16/20;Company_32;4;3;2;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;0;0;0;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/16/20;Company_36;1950;524;718;1844;106;398;7;334;336;7;271;275;7;688;;;;;;;;18;428;77;303;144;2111;244900.00%;415300.00%;0.00%;2500.00%;100.00%;2600.00%;94.56%;55.43%;1.34%;0.97%;63.74%;37.74%;64.12%;38.30%;7;688;;;;;;;
11/16/20;Company_42;129;91;88;104;25;25;18;18;30;18;16;30;21;19;;;;;;;;10;37;72;36;22;40;155;434;6;23;4;33;80.62%;28.41%;19.78%;20.45%;19.78%;18.18%;32.97%;34.09%;21;19;;;;;;;
11/16/20;Company_43;155;55;58;106;49;8;14;0;14;15;0;15;15;0;;;;;;;;1;5;1;13;1;22;39;70;0;0;0;0;68.39%;13.79%;25.45%;25.86%;0.00%;0.00%;25.45%;25.86%;15;0;;;;;;;
11/16/20;Company_46;245;120;121;240;5;4;110;11;117;110;11;114;113;25;;;;;;;;5;68;31;46;69;391;301;600;25;103;25;153;97.96%;3.31%;91.67%;90.91%;9.17%;9.09%;97.50%;94.21%;113;25;;;;;;;
11/16/20;Company_54;33;17;15;32;1;2;2;1;3;2;0;2;2;1;;;;;;;;2;3;0;11;1;6;11;13;0;2;0;2;96.97%;13.33%;11.76%;13.33%;5.88%;0.00%;17.65%;13.33%;2;1;;;;;;;
11/16/20;Company_55;383;166;145;221;162;17;12;2;14;12;4;16;12;4;;;;;;;;0;0;0;0;0;6900.00%;26500.00%;36300.00%;0.00%;400.00%;0.00%;400.00%;57.70%;11.72%;7.23%;8.28%;1.20%;2.76%;8.43%;11.03%;12;4;;;;;;;
11/16/20;Company_56;503;258;197;416;87;28;1;104;104;1;122;122;1;150;;;;;;;;9;50;35;72;23;168;363;844;0;50;6;56;82.70%;14.21%;0.39%;0.51%;40.31%;61.93%;40.31%;61.93%;1;150;;;;;;;
11/16/20;Company_58;74;36;51;74;0;18;16;23;33;23;25;43;24;29;;;;;;;;5;5;14;11;0;3800.00%;7600.00%;13100.00%;0.00%;8500.00%;600.00%;9100.00%;100.00%;35.29%;44.44%;45.10%;63.89%;49.02%;91.67%;84.31%;24;29;;;;;;;
11/16/20;Company_60;70;45;11;47;23;1;0;1;1;0;1;1;0;1;;;;;;;;0;0;0;0;0;1;5;11;0;0;0;0;67.14%;9.09%;0.00%;0.00%;2.22%;9.09%;2.22%;9.09%;0;1;;;;;;;
11/16/20;Company_61;164;73;73;146;18;0;1;56;57;1;56;57;1;56;;;;;;;;0;0;0;15;15;63;10900.00%;13800.00%;0.00%;700.00%;0.00%;700.00%;89.02%;0.00%;1.37%;1.37%;76.71%;76.71%;78.08%;78.08%;1;56;;;;;;;
11/16/20;Company_62;118;51;55;83;35;4;0;4;4;0;4;4;0;5;;;;;;;;1;3;2;22;5;64;119;235;0;23;2;25;70.34%;7.27%;0.00%;0.00%;7.84%;7.27%;7.84%;7.27%;0;5;;;;;;;
11/16/20;Company_64;17;14;13;15;2;5;4;0;4;2;0;2;4;0;;;;;;;;2;5;2;16;0;0;17;22;0;8;0;8;88.24%;38.46%;28.57%;15.38%;0.00%;0.00%;28.57%;15.38%;4;0;;;;;;;
11/16/20;Company_65;155;93;89;126;29;13;12;24;26;12;21;21;14;40;;;;;;;;30;18;25;39;13;148;197;397;0;121;16;137;81.29%;14.61%;12.90%;13.48%;25.81%;23.60%;27.96%;23.60%;14;40;;;;;;;
11/16/20;Company_68;7;2;2;5;2;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;0;0;0;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;71.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/16/20;Company_71;203;102;102;202;1;1;0;11;11;0;12;12;0;12;;;;;;;;2;3;1;10;2;0.00%;1300.00%;1400.00%;0.00%;200.00%;0.00%;200.00%;99.51%;0.98%;0.00%;0.00%;10.78%;11.76%;10.78%;11.76%;0;12;;;;;;;
11/16/20;Company_72;3596;1834;2214;3150;446;60;0;26;26;0;27;27;0;33;;;;;;;;2;24;6;25;5;146;184;280;0;1;0;1;87.60%;2.71%;0.00%;0.00%;1.42%;1.22%;1.42%;1.22%;0;33;;;;;;;
11/16/20;Company_74;81;36;13;52;29;4;2;0;2;2;0;2;2;2;;;;;;;;0;0;0;5;2;1;13;20;0;6;0;6;64.20%;30.77%;5.56%;15.38%;0.00%;0.00%;5.56%;15.38%;2;2;;;;;;;
11/16/20;Company_75;35378;2458;2803;3438;31940;313;44;230;271;35;228;260;46;308;;;;;;;;34;298;395;220;142;987;1119;1755;0;40;1;41;9.72%;11.17%;1.79%;1.25%;9.36%;8.13%;11.03%;9.28%;46;308;;;;;;;
11/16/20;Company_76;71;33;22;66;5;7;6;1;7;5;1;6;7;1;;;;;;;;4;9;14;2;1;41;2800.00%;4800.00%;0.00%;100.00%;0.00%;100.00%;92.96%;31.82%;18.18%;22.73%;3.03%;4.55%;21.21%;27.27%;7;1;;;;;;;
11/23/20;Company_01;7;5;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;71.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/23/20;Company_02;4;3;4;4;0;1;0;0;0;0;0;0;0;0;;;;;;;;1;1;0;10;0;0.00%;100.00%;100.00%;0.00%;0.00%;0.00%;0.00%;100.00%;25.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/23/20;Company_05;441;115;296;338;103;64;26;0;26;31;0;31;39;0;;;;;;;;1;15;1;22;2;146;143;308;0;13;0;13;76.64%;21.62%;22.61%;10.47%;0.00%;0.00%;22.61%;10.47%;39;0;;;;;;;
11/23/20;Company_08;52;21;26;42;10;6;0;8;8;0;13;13;0;14;;;;;;;;1;2;4;1;0;5;27;41;0;1;0;1;80.77%;23.08%;0.00%;0.00%;38.10%;50.00%;38.10%;50.00%;0;14;;;;;;;
11/23/20;Company_09;4;3;3;3;1;1;1;0;1;1;0;1;1;0;;;;;;;;0;0;0;2;0;200.00%;200.00%;200.00%;0.00%;0.00%;0.00%;0.00%;75.00%;33.33%;33.33%;33.33%;0.00%;0.00%;33.33%;33.33%;1;0;;;;;;;
11/23/20;Company_10;5;3;4;5;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;10;0;1;0;0;0;0;0;0;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/23/20;Company_12;56;39;10;43;13;2;0;3;3;0;1;1;0;3;;;;;;;;0;0;0;0;0;2;6;7;0;0;0;0;76.79%;20.00%;0.00%;0.00%;7.69%;10.00%;7.69%;10.00%;0;3;;;;;;;
11/23/20;Company_14;2570;81;92;148;2422;30;20;32;42;19;31;43;20;38;;;;;;;;18;46;26;28;3;5800.00%;17200.00%;33300.00%;0.00%;700.00%;0.00%;700.00%;5.76%;32.61%;24.69%;20.65%;39.51%;33.70%;51.85%;46.74%;20;38;;;;;;;
11/23/20;Company_15;873;450;636;786;87;114;17;129;143;17;123;136;18;139;;;;;;;;3;6;1;46;10;31600.00%;48700.00%;73000.00%;0.00%;600.00%;0.00%;600.00%;90.03%;17.92%;3.78%;2.67%;28.67%;19.34%;31.78%;21.38%;18;139;;;;;;;
11/23/20;Company_18;92;50;9;69;23;0;0;0;0;0;0;0;0;0;;;;;;;;6;25;26;14;2;83;2500.00%;3900.00%;0.00%;0.00%;0.00%;0.00%;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/23/20;Company_19;4;3;3;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;10;0;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/23/20;Company_22;261;149;133;173;88;32;10;39;45;7;38;39;10;94;;;;;;;;41;47;195;338;85;22500.00%;41700.00%;64800.00%;200.00%;18600.00%;2400.00%;21200.00%;66.28%;24.06%;6.71%;5.26%;26.17%;28.57%;30.20%;29.32%;10;94;;;;;;;
11/23/20;Company_25;3;1;2;2;1;0;0;0;0;0;0;0;0;0;;;;;;;;1;1;1;9;0;0;0;0;0;0;0;0;66.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/23/20;Company_26;2468;1513;1874;2374;94;513;63;316;364;59;381;430;68;550;;;;;;;;22;354;185;183;73;1994;3078;4676;0;21;2;23;96.19%;27.37%;4.16%;3.15%;20.89%;20.33%;24.06%;22.95%;68;550;;;;;;;
11/23/20;Company_27;397;68;330;386;11;102;5;40;43;6;82;88;7;93;;;;;;;;2;6;4;6;1;13300.00%;36500.00%;60900.00%;0.00%;800.00%;0.00%;800.00%;97.23%;30.91%;7.35%;1.82%;58.82%;24.85%;63.24%;26.67%;7;93;;;;;;;
11/23/20;Company_28;490;280;235;303;187;22;2;13;14;2;13;15;2;13;;;;;;;;6;27;13;47;7;17100.00%;6200.00%;8000.00%;0.00%;100.00%;0.00%;100.00%;61.84%;9.36%;0.71%;0.85%;4.64%;5.53%;5.00%;6.38%;2;13;;;;;;;
11/23/20;Company_30;6;4;5;5;1;0;0;0;0;0;0;0;0;0;;;;;;;;14;3;35;27;6;100.00%;4600.00%;6300.00%;0.00%;100.00%;0.00%;100.00%;83.33%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/23/20;Company_32;4;3;2;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;0;0;0;0;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;75.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0;0;;;;;;;
11/23/20;Company_36;1950;524;717;1845;105;396;6;335;336;6;269;273;6;689;;;;;;;;18;428;77;304;144;2111;2449;4154;0;25;1;26;94.62%;55.23%;1.15%;0.84%;63.93%;37.52%;64.12%;38.08%;6;689;;;;;;;
11/23/20;Company_42;128;92;86;102;26;25;14;17;27;14;16;27;17;19;;;;;;;;10;37;78;37;22;4000.00%;16400.00%;47400.00%;400.00%;2500.00%;400.00%;3300.00%;79.69%;29.07%;15.22%;16.28%;18.48%;18.60%;29.35%;31.40%;17;19;;;;;;;
11/23/20;Company_43;165;60;62;112;53;10;14;0;14;15;0;15;15;0;;;;;;;;1;5;1;15;1;2400.00%;4400.00%;7500.00%;0.00%;0.00%;0.00%;0.00%;67.88%;16.13%;23.33%;24.19%;0.00%;0.00%;23.33%;24.19%;15;0;;;;;;;
11/23/20;Company_46;529;142;150;290;239;4;131;13;138;137;13;143;254;28;;;;;;;;5;72;27;53;77;392;450;754;23;110;32;165;54.82%;2.67%;92.25%;91.33%;9.15%;8.67%;97.18%;95.33%;254;28;;;;;;;
11/23/20;Company_54;33;17;15;32;1;2;2;1;3;2;0;2;2;1;;;;;;;;2;3;0;11;1;600.00%;1100.00%;1300.00%;0.00%;200.00%;0.00%;200.00%;96.97%;13.33%;11.76%;13.33%;5.88%;0.00%;17.65%;13.33%;2;1;;;;;;;
11/23/20;Company_55;385;170;147;225;160;18;12;2;14;12;4;16;12;4;;;;;;;;0;0;0;1;0;70;271;369;0;4;0;4;58.44%;12.24%;7.06%;8.16%;1.18%;2.72%;8.24%;10.88%;12;4;;;;;;;
11/23/20;Company_56;503;258;197;416;87;28;1;104;104;1;122;122;1;150;;;;;;;;9;50;35;72;23;168;363;844;0;50;6;56;82.70%;14.21%;0.39%;0.51%;40.31%;61.93%;40.31%;61.93%;1;150;;;;;;;
11/23/20;Company_58;74;36;51;74;0;19;16;23;33;24;25;44;25;29;;;;;;;;5;5;14;11;0;38;77;132;1;85;6;92;100.00%;37.25%;44.44%;47.06%;63.89%;49.02%;91.67%;86.27%;25;29;;;;;;;
11/23/20;Company_60;71;46;11;48;23;1;0;1;1;0;1;1;0;1;;;;;;;;0;0;0;0;0;1;6;12;0;0;0;0;67.61%;9.09%;0.00%;0.00%;2.17%;9.09%;2.17%;9.09%;0;1;;;;;;;
11/23/20;Company_61;164;73;73;146;18;0;1;56;57;1;56;57;1;56;;;;;;;;0;0;0;15;15;6300.00%;10900.00%;13800.00%;0.00%;700.00%;0.00%;700.00%;89.02%;0.00%;1.37%;1.37%;76.71%;76.71%;78.08%;78.08%;1;56;;;;;;;
11/23/20;Company_62;118;51;55;83;35;4;0;4;4;0;4;4;0;5;;;;;;;;1;3;2;22;5;6400.00%;11900.00%;23500.00%;0.00%;2300.00%;200.00%;2500.00%;70.34%;7.27%;0.00%;0.00%;7.84%;7.27%;7.84%;7.27%;0;5;;;;;;;
11/23/20;Company_64;18;15;13;15;3;5;4;1;5;2;1;2;4;1;;;;;;;;2;5;2;17;0;0;20;25;0;8;0;8;83.33%;38.46%;26.67%;15.38%;6.67%;7.69%;33.33%;15.38%;4;1;;;;;;;
